* Measurement data measured by REW V5.31.3
* Source: Microphone (Realtek High Definition Audio), no input selected, R, volume: no control
* Format: 64k Log Swept Sine, 4 sweeps at 12.0- dBFS with no timing reference
* Dated: 26/03/2025 09:34:59 ã
* REW Settings:
*  C-weighting compensation: Off
*  Target level: -8.0 dB
* Note: 
* Measurement: L1
* Smoothing: Psychoacoustic
* Frequency Step: 96 ppo
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
66.291261 77.448 -143.3670
66.771635 77.466 -143.8011
67.255489 77.484 -144.2339
67.742850 77.503 -144.6649
68.233743 77.521 -145.0937
68.728193 77.539 -145.5201
69.226226 77.557 -145.9439
69.727867 77.575 -146.3650
70.233144 77.593 -146.7835
70.742083 77.611 -147.1994
71.254709 77.628 -147.6130
71.771050 77.645 -148.0245
72.291132 77.661 -148.4343
72.814984 77.677 -148.8429
73.342631 77.693 -149.2505
73.874102 77.708 -149.6576
74.409424 77.722 -150.0646
74.948626 77.736 -150.4720
75.491734 77.750 -150.8799
76.038779 77.763 -151.2886
76.589787 77.776 -151.6985
77.144788 77.789 -152.1094
77.703811 77.801 -152.5216
78.266885 77.813 -152.9350
78.834039 77.824 -153.3494
79.405303 77.836 -153.7647
79.980706 77.847 -154.1807
80.560280 77.858 -154.5970
81.144053 77.869 -155.0135
81.732056 77.879 -155.4297
82.324320 77.889 -155.8454
82.920876 77.899 -156.2604
83.521755 77.908 -156.6743
84.126988 77.918 -157.0869
84.736607 77.926 -157.4981
85.350643 77.935 -157.9076
85.969129 77.943 -158.3155
86.592097 77.950 -158.7217
87.219579 77.957 -159.1261
87.851608 77.963 -159.5288
88.488217 77.969 -159.9298
89.129439 77.975 -160.3292
89.775308 77.980 -160.7271
90.425856 77.984 -161.1235
91.081119 77.988 -161.5185
91.741131 77.992 -161.9121
92.405925 77.995 -162.3043
93.075536 77.997 -162.6951
93.750000 77.999 -163.0844
94.429351 78.001 -163.4722
95.113625 78.003 -163.8584
95.802858 78.004 -164.2428
96.497085 78.004 -164.6252
97.196342 78.005 -165.0056
97.900667 78.005 -165.3839
98.610096 78.005 -165.7597
99.324665 78.004 -166.1330
100.044413 78.003 -166.5037
100.769376 78.002 -166.8718
101.499592 78.001 -167.2386
102.235100 77.999 -167.6041
102.975938 77.997 -167.9682
103.722144 77.994 -168.3309
104.473757 77.992 -168.6920
105.230817 77.989 -169.0515
105.993363 77.986 -169.4094
106.761435 77.983 -169.7657
107.535072 77.980 -170.1203
108.314315 77.976 -170.4733
109.099206 77.973 -170.8244
109.889783 77.969 -171.1738
110.686090 77.966 -171.5213
111.488167 77.963 -171.8669
112.296056 77.959 -172.2106
113.109800 77.956 -172.5524
113.929440 77.953 -172.8922
114.755020 77.950 -173.2300
115.586582 77.947 -173.5659
116.424170 77.945 -173.8998
117.267827 77.943 -174.2320
118.117598 77.941 -174.5624
118.973527 77.940 -174.8913
119.835658 77.939 -175.2186
120.704037 77.938 -175.5446
121.578708 77.938 -175.8694
122.459718 77.938 -176.1931
123.347111 77.939 -176.5160
124.240935 77.940 -176.8381
125.141236 77.941 -177.1598
126.048061 77.943 -177.4810
126.961458 77.945 -177.8021
